movieId,tagId,relevance,tag,title_cast,director,runtime,budget,plot_keywords,imdbId,tmdbId,title,genres,year,combine
53883,1,0.0237499999999999,007,Gilles Kepel|Melvin Goodman|Stephen Holmes|William Kristol|Michael Ledeen|Richard Perle|Azzam Tamimi|Fouad Allam|Abdullah Anas|Omar Azzam|Milton Bearden|Robert Bork|David Brock|Jason Burke|Anne Cahn|John Calvert|Vincent Cannistraro|David Cole|Joe Conason|Bill Durodie|Essam El Erian|Roxanne Euben|Mikhail Gorbachev|Kamal Habib|Ron Hansen|Ali Haroun|David Cay Johnston|Lewis Z. Koch|Irving Kristol|Michael Lind|Harvey Mansfield|John Molloy|Richard Pipes|John Prados|Theodore Rockwell|Stanley Rosen|Sam Schmidt|William Swor|Paul Weyrich|Jack Wheeler|Paul Wolfowitz,Melvin Goodman,180.0,,political superpower|false evidence|fabrication|fearmongering,430484,49870.0,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary,2004,Melvin Goodman Documentary political superpower false evidence fabrication fearmongering
53894,1,0.03225,007,Michael Moore|Tucker Albrizzi|Tony Benn|George W. Bush|Reggie Cervantes|Bill Clinton|Hillary Clinton|Billy Crystal|John Graham|Aleida Guevara|William Maher|Richard Nixon|Patrick Pedraja|Linda Peeno,Michael Moore,123.0,"$9,000,000",man wears eyeglasses|health care|france|canada,386032,2359.0,Sicko (2007),Documentary|Drama,2007,Michael Moore Documentary Drama man wears eyeglasses health care france canada
53921,1,0.0319999999999999,007,Dan Futterman|Angelina Jolie|Archie Panjabi|Mohammed Afzal|Mushtaq Khan|Daud Khan|Telal Saeed|Arif Khan|Tipu Taheer|Amit Dhawan|Saira Nasir Khan|Aliya Khan|Sarah Mone|Bushra Parwani|Zafar Karachiwala,John Orloff,108.0,"$16,000,000",journalist|pakistan|missing|wall street journal,829459,1988.0,"Mighty Heart, A (2007)",Drama|Thriller,2007,John Orloff Drama Thriller journalist pakistan missing wall street journal
53953,1,0.03675,007,John Cusack|Tony Shalhoub|Len Cariou|Isiah Whitlock Jr.|Jasmine Jessica Anthony|Paul Birchard|Margot Leicester|Walter Lewis|Eric Meyers|David Nicholson|Holly Hayes|Alexandra Silber|Johann Urb|Andrew Lee Potts|Emily Harvey,Matt Greenberg,104.0,"$25,000,000",paranormal phenomena|death of daughter|hotel|writer,450385,3021.0,1408 (2007),Drama|Horror|Thriller,2007,Matt Greenberg Drama Horror Thriller paranormal phenomena death of daughter hotel writer
53956,1,0.0504999999999999,007,Matthew Macfadyen|Keeley Hawes|Andy Nyman|Ewen Bremner|Daisy Donovan|Alan Tudyk|Jane Asher|Kris Marshall|Rupert Graves|Peter Vaughan|Thomas Wheatley|Peter Egan|Peter Dinklage|Brendan O'Hea|Jeremy Booth,Dean Craig,90.0,"$9,000,000",dark comedy|black comedy|ensemble comedy|ensemble film,795368,2196.0,Death at a Funeral (2007),Comedy,2007,Dean Craig Comedy dark comedy black comedy ensemble comedy ensemble film
53972,1,0.11925,007,Bruce Willis|Timothy Olyphant|Justin Long|Maggie Q|Cliff Curtis|Jonathan Sadowski|Andrew Friedman|Kevin Smith|Yorgo Constantine|Cyril Raffaelli|Chris Palermo|Mary Elizabeth Winstead|Sung Kang|Zeljko Ivanek|Christina Chang,Mark Bomback,128.0,"$110,000,000",ford crown victoria|hacker|hacking|cyber terrorist,337978,1571.0,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,2007,Mark Bomback Action Adventure Crime Thriller ford crown victoria hacker hacking cyber terrorist
53974,1,0.03025,007,Robin Williams|Mandy Moore|John Krasinski|Eric Christian Olsen|Christine Taylor|Josh Flitter|DeRay Davis|Peter Strauss|Grace Zabriskie|Roxanne Hart|Mindy Kaling|Angela Kinsey|Rachael Harris|Brian Baumgartner|Jess Rosenthal,Kim Barker,91.0,"$35,000,000",church|wedding|kiss|usa,762114,2959.0,License to Wed (2007),Comedy|Romance,2007,Kim Barker Comedy Romance church wedding kiss usa
53988,1,0.0324999999999999,007,Claire Danes|Toni Collette|Vanessa Redgrave|Patrick Wilson|Hugh Dancy|Natasha Richardson|Mamie Gummer|Eileen Atkins|Meryl Streep|Glenn Close|Ebon Moss-Bachrach|Barry Bostwick|David Furr|Sarah Clements|Cheryl Lynn Bowers,Lajos Koltai,117.0,,gay kiss|friend|love|woman,765447,6022.0,Evening (2007),Drama,2007,Lajos Koltai Drama gay kiss friend love woman
53993,1,0.0354999999999999,007,Steve Carell|Morgan Freeman|Lauren Graham|Johnny Simmons|Graham Phillips|Jimmy Bennett|John Goodman|Wanda Sykes|John Michael Higgins|Jonah Hill|Molly Shannon|Harve Presnell|P.J. Byrne|Ralph Louis Harris|Arden Myrin,Steve Oedekerk,96.0,"$175,000,000",ark|congressman|change|flood,413099,2698.0,Evan Almighty (2007),Comedy|Fantasy,2007,Steve Oedekerk Comedy Fantasy ark congressman change flood
53996,1,0.0675,007,Shia LaBeouf|Megan Fox|Josh Duhamel|Tyrese Gibson|Rachael Taylor|Anthony Anderson|Jon Voight|John Turturro|Michael O'Neill|Kevin Dunn|Julie White|Amaury Nolasco|Zack Ward|Luis Echagarruga|Patrick Mulderrig,Roberto Orci,144.0,"$150,000,000",belly button|obscene finger gesture|supervillain|evil alien robot,418279,1858.0,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,2007,Roberto Orci Action Sci-Fi Thriller IMAX belly button obscene finger gesture supervillain evil alien robot
53999,1,0.0329999999999999,007,Elisha Cuthbert|Daniel Gillies|Pruitt Taylor Vince|Michael Harney|Laz Alonso|Maggie Damon|Carl Paoli|Trent Broin,Larry Cohen,96.0,"$17,000,000",kicked in the crotch|strapped to a chair|sexy woman|strapped to a bedframe,374563,14125.0,Captivity (2007),Crime|Thriller,2007,Larry Cohen Crime Thriller kicked in the crotch strapped to a chair sexy woman strapped to a bedframe
54001,1,0.04575,007,Daniel Radcliffe|Harry Melling|Jason Boyd|Richard Macklin|Kathryn Hunter|Miles Jupp|Fiona Shaw|Richard Griffiths|Jessica Hynes|Adrian Rawlins|Geraldine Somerville|Robert Pattinson|Ralph Fiennes|Natalia Tena|Brendan Gleeson,Michael Goldenberg,138.0,"$150,000,000",friendship|school of magic|teen angst|rescue operation,373889,675.0,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,2007,Michael Goldenberg Adventure Drama Fantasy IMAX friendship school of magic teen angst rescue operation
54004,1,0.04075,007,Adam Sandler|Kevin James|Jessica Biel|Dan Aykroyd|Ving Rhames|Steve Buscemi|Nicholas Turturro|Allen Covert|Rachel Dratch|Richard Chamberlain|Nick Swardson|Blake Clark|Mary Pat Gleason|Matt Winston|Lance Bass,Barry Fanaro,115.0,"$85,000,000",female butt jiggle|insurance|womanizer|hand gesture imitating sex,762107,3563.0,I Now Pronounce You Chuck and Larry (2007),Comedy|Romance,2007,Barry Fanaro Comedy Romance female butt jiggle insurance womanizer hand gesture imitating sex
54075,1,0.0364999999999999,007,Joakim Nätterqvist|Sofia Helin|Stellan Skarsgård|Michael Nyqvist|Mirja Turestedt|Morgan Alling|Sven-Bertil Taube|Bibi Andersson|Fanny Risberg|Gustaf Skarsgård|Simon Callow|Vincent Perez|Julia Dufvenius|Svante Martin|Jørgen Langhelle,Jan Guillou,139.0,"EUR25,000,000",knights templar|medieval times|arab|arabic history,837106,13491.0,Arn: The Knight Templar (Arn - Tempelriddaren) (2007),Action|Adventure|Drama|Romance|War,2007,Jan Guillou Action Adventure Drama Romance War knights templar medieval times arab arabic history
54094,1,0.03275,007,Rupert Grint|Fay Cohen|Ruby Mortlock|Don Wetherhead|Laura Linney|Oliver Milburn|Tamsin Egerton|Nicholas Farrell|Jim Norton|Julie Walters|Chandra Ruegg|Ricky Champ|Rupert Holliday-Evans|Harriet Brock|James Brock,Jeremy Brock,98.0,,united kingdom|driving|car|automobile,446687,11404.0,Driving Lessons (2006),Comedy|Drama,2006,Jeremy Brock Comedy Drama united kingdom driving car automobile
54116,1,0.03175,007,Guy Pearce|Steven Michael Quezada|J.K. Simmons|Nicholas Ballas|Piper Perabo|Rick Gonzalez|William Fichtner|David House|Julie Gawkowski|Luce Rains|Forrest Fyre|Gurudarshan|Callie Anne Morgan|Jo Ann Soto|Adriana Cordova,Mark Fergus,101.0,"$8,000,000",friend|reading|prediction|soothsayer,432289,16083.0,First Snow (2006),Drama|Thriller,2006,Mark Fergus Drama Thriller friend reading prediction soothsayer
54171,1,0.03225,007,Angelica Lee|Soi Cheang|Ekin Cheng|Lawrence Chou|Viraiwon Jauwseng|Siu-Ming Lau|Choi Wah 'Rain' Lee|Jetrin Wattanasin|Qi Qi Zeng,Oxide Chun Pang,108.0,,downward spiral|mind bending|supernatural power|family relationships,498311,13402.0,Re-cycle (Gwai wik) (2006),Fantasy|Horror,2006,Oxide Chun Pang Fantasy Horror downward spiral mind bending supernatural power family relationships
54185,1,0.0429999999999999,007,Edward Burtynsky,Edward Burtynsky,86.0,,globalization|photograph|china|ship,832903,24582.0,Manufactured Landscapes (2006),Documentary,2006,Edward Burtynsky Documentary globalization photograph china ship
54190,1,0.03275,007,Evan Rachel Wood|Jim Sturgess|Joe Anderson|Dana Fuchs|Martin Luther|T.V. Carpio|Spencer Liff|Lisa Dwyer Hogg|Nicholas Lumley|Michael Ryan|Angela Mounsey|Erin Elliott|Robert Clohessy|Christopher Tierney|Curtis Holbrook,Julie Taymor,133.0,"$45,000,000",song|protest|artist|near death experience,445922,4688.0,Across the Universe (2007),Drama|Fantasy|Musical|Romance,2007,Julie Taymor Drama Fantasy Musical Romance song protest artist near death experience
54193,1,0.0247499999999999,007,Parker Posey|Drea de Matteo|Tim Guinee|Gena Rowlands|Peter Bogdanovich|Roy Thinnes|Michael Panes|Justin Theroux|Philip Pavel|Melvil Poupaud|Dana Ivey|William Wise|Josh Hamilton|Caitlin Keats|Russell Steinberg,Zoe R. Cassavetes,97.0,"$2,000,000",best friend|frenchman|f rated|nipples visible through clothing,772157,13337.0,Broken English (2007),Comedy|Drama|Romance,2007,Zoe R. Cassavetes Comedy Drama Romance best friend frenchman f rated nipples visible through clothing
54196,1,0.0275,007,Gretchen Krich|Sullivan Brown|Maya Lawson|Jake Katherine Morgan-Scharhon|Todd Moore|Andrew Loviska|Kellan Larson|Erik Steffen Maahs|Cathleen O'Malley|Clayton Corzatte|Susan Corzatte|Megan Murphy|Annette Toutonghi|David Lobo|Eric Lobo,Guy Maddin,95.0,,avant garde|orphanage|island|childhood memory,443455,27359.0,Brand Upon the Brain! (2006),Adventure|Fantasy|Mystery,2006,Guy Maddin Adventure Fantasy Mystery avant garde orphanage island childhood memory
54256,1,0.0195,007,Andy Samberg|Jorma Taccone|Bill Hader|Danny McBride|Isla Fisher|Sissy Spacek|Ian McShane|Will Arnett|Chris Parnell|Chester Tam|Mark Acheson|Brittany Tiplady|Ken Kirzinger|Britt Irvin|Alana Husband,Pam Brady,88.0,,restaurant|ebenezer scrooge character|falling downhill|character name as title,787475,10074.0,Hot Rod (2007),Comedy,2007,Pam Brady Comedy restaurant ebenezer scrooge character falling downhill character name as title
54259,1,0.0394999999999999,007,Ian McKellen|Bimbo Hart|Alastair MacIntosh|David Kelly|Ben Barnes|Kate Magowan|Melanie Hill|Charlie Cox|Sienna Miller|Henry Cavill|Nathaniel Parker|Darby Hawker|Frank Ellis|Peter O'Toole|Mark Strong,Jane Goldman,127.0,"$70,000,000",witch|magic|one word title|voice over narration,486655,2270.0,Stardust (2007),Adventure|Comedy|Fantasy|Romance,2007,Jane Goldman Adventure Comedy Fantasy Romance witch magic one word title voice over narration
54270,1,0.0235,007,Jason Behr|Elias Koteas|Rhona Mitra|Natassia Malthe|Kim Coates|Sarah Carter|Tom Jackson|Matthew Knight|Rogue Johnston|Barbara Gordon|Shawn Roberts|Lyriq Bent|Christine Brubaker|Roman Podhora|Wayne Ward,James DeMonaco,110.0,,transformation|12 year old|half breed|werewolf,461703,14219.0,Skinwalkers (2007),Horror|Thriller,2007,James DeMonaco Horror Thriller transformation 12 year old half breed werewolf
54272,1,0.0379999999999999,007,Dan Castellaneta|Julie Kavner|Nancy Cartwright|Yeardley Smith|Hank Azaria|Harry Shearer|Pamela Hayden|Tress MacNeille|Albert Brooks|Karl Wiedergott|Marcia Wallace|Russi Taylor|Maggie Roswell|Phil Rosenthal|Billie Joe Armstrong,James L. Brooks,87.0,"$75,000,000",pig|the simpsons|lake|dome,462538,35.0,"Simpsons Movie, The (2007)",Animation|Comedy,2007,James L. Brooks Animation Comedy pig the simpsons lake dome
54274,1,0.03225,007,Bonnie Aarons|Lindsay Lohan|Michael Adler|Julia Ormond|Garcelle Beauvais|Neal McDonough|Art Bell|Stacy Daniel|Michael Esparza|David Figlioli|Amy Fuehrer|Jane Galloway Heitz|Spencer Garrett|Brian Geraghty|Cornelia Guest,Jeff Hammond,106.0,"$12,000,000",stripper|psychopathic killer|psycho killer|evil,897361,5857.0,I Know Who Killed Me (2007),Crime|Drama|Thriller,2007,Jeff Hammond Crime Drama Thriller stripper psychopathic killer psycho killer evil
54276,1,0.0404999999999999,007,Catherine Zeta-Jones|Aaron Eckhart|Abigail Breslin|Patricia Clarkson|Jenny Wade|Bob Balaban|Brían F. O'Byrne|Lily Rabe|Eric Silver|Arija Bareikis|John McMartin|Celia Weston|Zoë Kravitz|Matthew Rauch|Dearbhla Molloy,Carol Fuchs,104.0,"$28,000,000",restaurant kitchen|claim in title|customer complaint|new employee,481141,3638.0,No Reservations (2007),Comedy|Drama|Romance,2007,Carol Fuchs Comedy Drama Romance restaurant kitchen claim in title customer complaint new employee
54278,1,0.03375,007,Jason Lee|Peter Dinklage|Jim Belushi|Patrick Warburton|Alex Neuberger|Taylor Momsen|John Slattery|Amy Adams|Brad Garrett|Samantha Bee|Timothy Crowe|Larry Vigus|Mario Mariani|Bates Wilder|Alexander 'Alex' Garde,Adam Rifkin,,,outer space|non comic book superhero|animal character name as title|underdog the dog character,467110,6589.0,Underdog (2007),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2007,Adam Rifkin Action Adventure Children Comedy Fantasy Sci-Fi outer space non comic book superhero animal character name as title underdog the dog character
54281,1,0.0344999999999999,007,Anton Yelchin|Robert Downey Jr.|Hope Davis|Kat Dennings|Tyler Hilton|Mark Rendall|Dylan Taylor|Megan Park|Jake Epstein|Jonathan Malen|Derek McGrath|Stephen Young|Ishan Davé|David Lawrence Brown|Eric Fink,Gustin Nash,97.0,"$12,000,000",school play|principal|hyperactivity|klonopin,423977,8669.0,Charlie Bartlett (2007),Comedy|Drama,2007,Gustin Nash Comedy Drama school play principal hyperactivity klonopin
54286,1,0.51175,007,Matt Damon|Julia Stiles|David Strathairn|Scott Glenn|Paddy Considine|Edgar Ramírez|Albert Finney|Joan Allen|Tom Gallop|Corey Johnson|Daniel Brühl|Joey Ansah|Colin Stinton|Dan Fredenburgh|Lucy Liemann,Tony Gilroy,115.0,"$110,000,000",memory|dark past|flashback|blockbuster,440963,2503.0,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,2007,Tony Gilroy Action Crime Thriller memory dark past flashback blockbuster
54290,1,0.063,007,Logan Browning|Janel Parrish|Nathalia Ramos|Skyler Shaye|Chelsea Kane|Anneliese van der Pol|Melise|Ian Nelson|Stephen Ford|Jon Voight|Lainie Kazan|William May|Emily Rose Everhard|Chet Hanks|Carl Rux,Susan Estelle Jansen,110.0,"$20,000,000",teen protagonist|intentionally misspelled title|flash forward|female friendship,804452,14123.0,Bratz: The Movie (2007),Comedy,2007,Susan Estelle Jansen Comedy teen protagonist intentionally misspelled title flash forward female friendship
54328,1,0.05225,007,Daniel Auteuil|Dany Boon|Julie Gayet|Julie Durand|Jacques Mathou|Marie Pillet|Elizabeth Bourgine|Henri Garcin|Jacques Spiesser|Philippe du Janerand|Fabienne Chaudat|Jean-François Kopf|Alain Rimoux|Marc Faure|Éric Frey,Olivier Dazat,94.0,,male friendship|three word title|friend|business partner,778784,4516.0,My Best Friend (Mon meilleur ami) (2006),Comedy,2006,Olivier Dazat Comedy male friendship three word title friend business partner
54331,1,0.03625,007,Ben Kingsley|Téa Leoni|Luke Wilson|Dennis Farina|Philip Baker Hall|Bill Pullman|Marcus Thomas|Scott Heindl|Alison Sealy-Smith|Aron Tager|Jayne Eastwood|Al Corley|Erik Fjeldsted|Aaron Hughes|Devin McCracken,Christopher Markus,93.0,"$4,000,000",untrustworthiness|watching television|friend|contemplating suicide,796375,8141.0,You Kill Me (2007),Comedy|Crime|Thriller,2007,Christopher Markus Comedy Crime Thriller untrustworthiness watching television friend contemplating suicide
54372,1,0.0349999999999999,007,François Cluzet|Marie-Josée Croze|André Dussollier|Kristin Scott Thomas|François Berléand|Nathalie Baye|Jean Rochefort|Marina Hands|Gilles Lellouche|Philippe Lefebvre|Florence Thomassin|Olivier Marchal|Guillaume Canet|Brigitte Catillon|Samir Guesmi,Guillaume Canet,131.0,"EUR11,700,000",tied up|skinny dipping|nude swimming|murder of a nude woman,362225,10795.0,Tell No One (Ne le dis à personne) (2006),Crime|Drama|Mystery|Thriller,2006,Guillaume Canet Crime Drama Mystery Thriller tied up skinny dipping nude swimming murder of a nude woman
54378,1,0.0439999999999999,007,Tommi Korpela|Maria Heiskanen|Jani Volanen|Stan Saanila|Konsta Pylkkönen|Noora Dadu|Joanna Haartti|Kaarina Hazard|Vilma Juutilainen|Helmi Kaartinen|Arttu Kapulainen|Leea Klemola|Jukka Kärkkäinen|Sue Lemström|Pirjo Lonka,Aleksi Salmenperä,104.0,"EUR1,350,000",male full frontal nudity|unemployment|prostitution|loss of job,890882,20163.0,Man's Job (Miehen työ) (2007),Drama,2007,Aleksi Salmenperä Drama male full frontal nudity unemployment prostitution loss of job
54426,1,0.0305,007,Mircea Andreescu|Teodor Corban|Ion Sapdaru|Mirela Cioaba|Luminita Gheorghiu|Cristina Ciofu|Lucian Iftime|Annemarie Chertic|Petrica Sapdaru|Catalin Paraschiv|George Guoqingyun|Constantin Dita|Daniel Badale|Marius Rogojinski|Aurelia Tocu,Corneliu Porumboiu,89.0,"EUR200,000",bucharest romania|revolution|teacher|debt,809407,24159.0,12:08 East of Bucharest (A fost sau n-a fost?) (2006),Comedy|Drama,2006,Corneliu Porumboiu Comedy Drama bucharest romania revolution teacher debt
54503,1,0.0314999999999999,007,Jonah Hill|Michael Cera|Christopher Mintz-Plasse|Bill Hader|Seth Rogen|Martha MacIsaac|Emma Stone|Aviva Baumann|Joe Lo Truglio|Kevin Corrigan|Clement Blake|Erica Vittina Phillips|Joe Nunez|Dave Franco|Marcella Lentz-Pope,Seth Rogen,113.0,"$20,000,000",short skirt|thin girl|pig|bacon,829482,8363.0,Superbad (2007),Comedy,2007,Seth Rogen Comedy short skirt thin girl pig bacon
54510,1,0.023,007,Sam Rockwell|Vera Farmiga|Celia Weston|Dallas Roberts|Michael McKean|Jacob Kogan|Nancy Giles|Linda Larkin|Alex Draper|Stephanie Roth Haberle|Ezra Barnes|Jodie Markell|Rufus Collins|Haviland Morris|Tom Bloom,David Gilbert,106.0,,baby|character name as title|forename as title|newborn,808331,5956.0,Joshua (2007),Drama|Thriller,2007,David Gilbert Drama Thriller baby character name as title forename as title newborn
54513,1,0.03,007,Don Cheadle|Chiwetel Ejiofor|Bruce McFee|Mike Epps|Peter MacNeill|Adam Gaudreau|Taraji P. Henson|Cedric the Entertainer|Martin Sheen|J. Miles Dale|Sean MacMahon|Richard Chevolleau|Martin Randez|Todd Schroeder|Vondie Curtis-Hall,Michael Genet,118.0,,cigarette smoking|radio host|radio show|directed by kasi lemmons,796368,6535.0,Talk to Me (2007),Drama,2007,Michael Genet Drama cigarette smoking radio host radio show directed by kasi lemmons
54612,1,0.0339999999999999,007,Samuel L. Jackson|Josh Hartnett|Kathryn Morris|Dakota Goyo|Alan Alda|Rachel Nichols|Teri Hatcher|Kristen Shaw|Nick Sandow|David Paymer|Harry Lennix|Peter Coyote|Ryan McDonald|Chris Ippolito|Jameson Trenholm,Michael Bortman,112.0,"$13,000,000",homeless man|reporter|based on article|boxer,416185,13074.0,Resurrecting the Champ (2007),Drama,2007,Michael Bortman Drama homeless man reporter based on article boxer
54617,1,0.03825,007,Jean Dujardin|Clovis Cornillac|Élodie Bouchez|Bruno Salomone|Alexandra Lamy|François Chattot|Mathias Mlekuz|Patrick Ligardes|Isabelle Caubère|Delphine Chanéac|Antoine Duléry|Jérémie Quaegebeur|Didier Menin|Xavier Boiffier|Alexandra Fleischer,Karine Angeli,,"EUR5,340,000",france|yellow|riviera|surf,412535,17350.0,"Brice Man, The (Brice de Nice) (2005)",Comedy,2005,Karine Angeli Comedy france yellow riviera surf
54621,1,0.0494999999999999,007,Romain Duris|Fabrice Luchini|Laura Morante|Edouard Baer|Ludivine Sagnier|Fanny Valette|Gonzague Montuel|Gilian Petrovski|Sophie-Charlotte Husson|Anne Suarez|Annelise Hesme|Luc Tremblais|Nicolas Vaude|Philippe du Janerand|Isabelle Caubère,Laurent Tirard,120.0,"EUR16,000,000",1600s|character name as title|moliere character|historical event,796335,21494.0,Molière (2007),Comedy|Drama|Romance,2007,Laurent Tirard Comedy Drama Romance 1600s character name as title moliere character historical event
54648,1,0.04925,007,Chris Tucker|Jackie Chan|Max von Sydow|Hiroyuki Sanada|Yvan Attal|Yûki Kudô|Noémie Lenoir|Jingchu Zhang|Tzi Ma|Dana Ivey|Henry O|Mia Tyler|Michael Chow|David Niven Jr.|Oanh Nguyen,Jeff Nathanson,91.0,"$140,000,000",repeat sequel|cleavage|in the cross hairs|luxury car,293564,5174.0,Rush Hour 3 (2007),Action|Comedy|Crime|Thriller,2007,Jeff Nathanson Action Comedy Crime Thriller repeat sequel cleavage in the cross hairs luxury car
54686,1,0.0554999999999999,007,Colin Firth|Ben Kingsley|Aishwarya Rai Bachchan|Peter Mullan|Kevin McKidd|John Hannah|Iain Glen|Thomas Brodie-Sangster|Rupert Friend|Nonso Anozie|Owen Teale|Alexander Siddig|Robert Pugh|James Cosmo|Harry Van Gorkum,Jez Butterworth,101.0,"$35,000,000",roman legion|5th century|caligula character|merlin character,462396,9703.0,"Last Legion, The (2007)",Action|Adventure|Fantasy|War,2007,Jez Butterworth Action Adventure Fantasy War roman legion 5th century caligula character merlin character
54732,1,0.0715,007,Dan Fogler|Christopher Walken|George Lopez|Maggie Q|James Hong|Terry Crews|Robert Patrick|Diedrich Bader|Aisha Tyler|Thomas Lennon|Cary-Hiroyuki Tagawa|Brett DelBuono|Jason Scott Lee|Toby Huss|David Holmes,Thomas Lennon,90.0,,tournament|spoof|cricket the sport|ping pong,424823,9750.0,Balls of Fury (2007),Comedy,2007,Thomas Lennon Comedy tournament spoof cricket the sport ping pong
54734,1,0.04725,007,Amanda Bynes|Sara Paxton|Matt Long|Jack Carpenter|Jeremy Howard|Crystal Hunt|Adam Hendershott|Danny Strong|Samm Levine|Libby Mintz|John Schneider|Arnie Pantoja|Donté Bonner|Brian Patrick Clarke|Lauren Leech,Chad Gomez Creasey,108.0,"$16,500,000",college|sorority|college girl|female protagonist,815244,10760.0,Sydney White (2007),Comedy,2007,Chad Gomez Creasey Comedy college sorority college girl female protagonist
54736,1,0.05825,007,Jamie Foxx|Chris Cooper|Jennifer Garner|Jason Bateman|Ashraf Barhom|Ali Suliman|Jeremy Piven|Richard Jenkins|Tim McGraw|Kyle Chandler|Frances Fisher|Danny Huston|Kelly AuCoin|Anna Deavere Smith|Minka Kelly,Matthew Michael Carnahan,110.0,"$70,000,000",saudi arabia|investigation|die hard scenario|safe room,431197,4349.0,"Kingdom, The (2007)",Action|Drama|Thriller,2007,Matthew Michael Carnahan Action Drama Thriller saudi arabia investigation die hard scenario safe room
54738,1,0.04125,007,Emily Blunt|Ashton Holmes|Martin Donovan|Ned Bellamy|Ian A. Wallace|Donny Lucas|Chelan Simmons|Darren Moore|Linden Banks|Caz Odin Darko|Heath Horejda,Joe Gangemi,91.0,"$6,000,000",college student|freezing|maniac cop|freezing to death,486051,14223.0,Wind Chill (2007),Drama|Horror|Thriller,2007,Joe Gangemi Drama Horror Thriller college student freezing maniac cop freezing to death
54745,1,0.03725,007,Nicholas D'Agosto|Anna Kendrick|Utkarsh Ambudkar|Candace Hammer|Margo Martindale|Reece Thompson|Vincent Piazza|Denis O'Hare|Lisbeth Bartlett|Aaron Yoo|Virginia House|Marilyn Yoblick|Maury Ginsberg|Emily Ginnona|Dionne Audain,Jeffrey Blitz,101.0,"$6,000,000",teen movie|debate|love|high school,477078,13068.0,Rocket Science (2007),Comedy|Drama,2007,Jeffrey Blitz Comedy Drama teen movie debate love high school
54768,1,0.0305,007,Cuba Gooding Jr.|Lochlyn Munro|Richard Gant|Tamala Jones|Paul Rae|Joshua David McLerran|Spencir Bridges|Brian Doyle-Murray|Dallin Boyce|Telise Galanis|Taggart Hurtubise|Molly Jepson|Tad D'Agostino|Tyger Rawlings|Talon G. Ackerman,Geoff Rodkey,89.0,"$6,000,000",second part|competition|summer camp|mullet,462244,14144.0,Daddy Day Camp (2007),Children|Comedy,2007,Geoff Rodkey Children Comedy second part competition summer camp mullet
54771,1,0.1955,007,Nicole Kidman|Daniel Craig|Jeremy Northam|Jackson Bond|Jeffrey Wright|Veronica Cartwright|Josef Sommer|Celia Weston|Roger Rees|Eric Benjamin|Susan Floyd|Stephanie Berry|Alexis Raben|Adam LeFevre|Joanna Merlin,James McTeigue,99.0,"$80,000,000",psychiatrist|emotionlessness|alien invasion|alien,427392,4858.0,"Invasion, The (2007)",Action|Drama|Horror|Sci-Fi|Thriller,2007,James McTeigue Action Drama Horror Sci-Fi Thriller psychiatrist emotionlessness alien invasion alien
54775,1,0.05175,007,Jet Li|Jason Statham|John Lone|Devon Aoki|Luis Guzmán|Saul Rubinek|Ryo Ishibashi|Sung Kang|Mathew St. Patrick|Nadine Velazquez|Andrea Roth|Mark Cheng|Kane Kosugi|Kennedy Montano|Terry Chen,Lee Anthony Smith,103.0,"$25,000,000",chinese mafia|kissing|foreplay|sex scene,499556,10431.0,War (2007),Action|Thriller,2007,Lee Anthony Smith Action Thriller chinese mafia kissing foreplay sex scene
54780,1,0.03025,007,Scarlett Johansson|Donna Murphy|John Henry Cox|Alicia Keys|Lewis Payton Jr.|Sonnie Brown|Georgina Chapman|Nicholas Art|Jodi Michelle Pynn|Mike Rad|Laura Linney|Joanna Heimbold|Marla Sucharetza|Phoebe Jonas|Allison Sarofim,Robert Pulcini,106.0,"$20,000,000",female protagonist|nanny|locked out of apartment|upper east side manhattan new york city,489237,12435.0,"Nanny Diaries, The (2007)",Comedy|Drama|Romance,2007,Robert Pulcini Comedy Drama Romance female protagonist nanny locked out of apartment upper east side manhattan new york city
54785,1,0.03175,007,Malcolm McDowell|Brad Dourif|Tyler Mane|Daeg Faerch|Sheri Moon Zombie|William Forsythe|Richard Lynch|Udo Kier|Clint Howard|Danny Trejo|Lew Temple|Tom Towles|Bill Moseley|Leslie Easterbrook|Steve Boyles,Rob Zombie,109.0,"$15,000,000",serial killer|serial murderer|sadistic psychopath|michael myers,373883,2082.0,Halloween (2007),Horror,2007,Rob Zombie Horror serial killer serial murderer sadistic psychopath michael myers
54787,1,0.0287499999999999,007,Kevin Bacon|Garrett Hedlund|Kelly Preston|Jordan Garrett|Stuart Lafferty|Aisha Tyler|John Goodman|Matt O'Leary|Edi Gathegi|Hector Atreyu Ruiz|Kanin Howell|Dennis Keiffer|Freddy Bouciegues|Leigh Whannell|Casey Pieretti,Ian Mackenzie Jeffers,105.0,"$20,000,000",revenge|paul kersey character|gunfight|neo noir,804461,11835.0,Death Sentence (2007),Drama|Thriller,2007,Ian Mackenzie Jeffers Drama Thriller revenge paul kersey character gunfight neo noir
